Order_Date,Country,Product_Category,Sales_Amount,Profit_Margin,Shipping_Cost,Order_Status
2024-12-20,UK,Beauty,255.67,0.08,44.9,Not Available
2024-12-20,Canada,Electronics,747.71,0.09,28.2,Delivered
2024-12-24,Canada,Sports,1337.59,0.22,59.4,Cancelled
2024-12-24,Canada,Beauty,1532.57,0.2,43.24,Delivered
2024-12-25,USA,Home Decor,880.86,0.22,59.0,Cancelled
2024-12-25,UK,Home Decor,687.52,0.26,63.05,Cancelled
2024-12-25,Unknown,Fashion,171.43,0.17,28.39,Returned
2024-12-25,USA,Electronics,316.06,0.28,31.78,Not Available
2024-12-25,USA,Fashion,752.27,0.26,92.64,Delivered
2024-12-29,USA,Electronics,1474.77,0.08,42.13,Not Available
2024-12-30,USA,Fashion,96.1,0.12,13.95,Not Available
2024-12-30,USA,Fashion,1233.83,0.22,50.1,Cancelled
2024-12-30,Canada,Home Decor,236.64,0.26,48.95,Not Available
2024-12-30,Unknown,Fashion,1434.97,0.1,66.92,Cancelled
2024-12-30,France,Electronics,1732.45,0.26,51.37,Returned
2024-12-30,France,Home Decor,1301.84,0.21,24.92,Not Available
2024-12-30,UK,Home Decor,1193.89,0.22,16.86,Not Available
2024-12-30,France,Electronics,930.95,0.13,71.17,Cancelled
2024-12-30,UK,Sports,472.64,0.11,59.19,Not Available
2024-12-30,Canada,Beauty,377.63,0.07,34.72,Not Available
2024-12-30,UK,Fashion,1486.9,0.09,82.63,Delivered
2024-12-30,UK,Electronics,1266.53,0.22,55.05,Cancelled
2024-12-30,Germany,Beauty,560.33,0.21,59.8,Returned
2024-12-31,Germany,Beauty,409.73,0.11,93.44,Not Available
2025-01-01,Germany,Others,172.17,0.05,70.63,Cancelled
2025-01-01,Canada,Beauty,308.42,0.09,16.21,Not Available
2025-01-01,UK,Fashion,1065.87,0.2,92.66,Returned
2025-01-03,Canada,Beauty,987.9,0.29,17.3,Cancelled
2025-01-04,Germany,Sports,1660.66,0.14,55.64,Returned
2025-01-05,USA,Fashion,1239.94,0.19,95.75,Cancelled
2025-01-05,USA,Beauty,1407.0,0.05,38.9,Not Available
2025-01-06,UK,Sports,968.78,0.21,52.65,Not Available
2025-01-06,France,Sports,1107.36,0.27,87.95,Not Available
2025-01-07,Germany,Sports,1018.7,0.13,81.38,Delivered
2025-01-07,Unknown,Electronics,550.23,0.17,19.48,Returned
2025-01-08,UK,Home Decor,1305.61,0.12,15.09,Delivered
2025-01-09,USA,Electronics,1515.18,0.09,41.9,Delivered
2025-01-11,Germany,Beauty,738.84,0.15,32.54,Not Available
2025-01-13,USA,Electronics,163.42,0.3,30.19,Cancelled
2025-01-14,UK,Fashion,1152.39,0.23,64.7,Delivered
2025-01-14,Germany,Sports,1613.0,0.08,72.51,Returned
2025-01-14,Unknown,Fashion,1030.0,0.12,72.43,Delivered
2025-01-18,Unknown,Home Decor,943.46,0.18,37.88,Not Available
2025-01-18,USA,Sports,1196.15,0.12,54.2,Cancelled
2025-01-19,UK,Home Decor,176.46,0.3,85.46,Cancelled
2025-01-19,UK,Sports,1841.91,0.2,69.11,Returned
2025-01-19,Unknown,Fashion,1488.14,0.07,81.7,Returned
2025-01-20,France,Fashion,709.62,0.14,98.23,Not Available
2025-01-20,UK,Sports,1025.6795811518323,0.16,63.42,Cancelled
2025-01-20,Unknown,Sports,1857.65,0.11,43.46,Delivered
2025-01-20,Canada,Home Decor,449.52,0.23,75.11,Cancelled
2025-01-21,Germany,Fashion,1859.76,0.19,16.08,Returned
2025-01-22,Unknown,Beauty,342.59,0.19,87.09,Returned
2025-01-22,France,Home Decor,220.9,0.27,19.16,Not Available
2025-01-22,USA,Home Decor,1025.6795811518323,0.06,69.62,Returned
2025-01-24,Germany,Fashion,1129.91,0.18,29.88,Delivered
2025-01-25,Germany,Home Decor,447.34,0.05,45.05,Returned
2025-01-26,Canada,Fashion,346.45,0.18,30.74,Delivered
2025-01-26,Germany,Beauty,991.79,0.16,32.5,Returned
2025-01-27,UK,Beauty,1093.85,0.21,84.48,Delivered
2025-01-27,UK,Home Decor,929.92,0.06,53.66,Returned
2025-01-29,UK,Sports,1151.79,0.25,95.03,Delivered
2025-02-01,Germany,Home Decor,1751.82,0.14,83.27,Cancelled
2025-02-01,Germany,Electronics,556.64,0.14,55.8,Not Available
2025-02-03,Unknown,Others,1834.43,0.18,49.01,Cancelled
2025-02-04,UK,Others,1644.68,0.11,73.6,Cancelled
2025-02-04,UK,Sports,1025.6795811518323,0.07,42.12,Cancelled
2025-02-05,Canada,Home Decor,1165.15,0.15,15.06,Not Available
2025-02-05,France,Sports,1019.08,0.16,62.35,Cancelled
2025-02-06,USA,Sports,541.87,0.08,97.17,Returned
2025-02-06,Germany,Fashion,1132.42,0.18,26.97,Returned
2025-02-07,USA,Electronics,1429.98,0.2,58.45,Delivered
2025-02-07,USA,Electronics,1615.15,0.27,36.03,Not Available
2025-02-10,France,Electronics,1993.56,0.05,98.64,Returned
2025-02-10,Unknown,Beauty,978.24,0.19,60.59,Cancelled
2025-02-11,France,Sports,791.82,0.15,28.31,Cancelled
2025-02-11,UK,Beauty,689.98,0.15,80.86,Not Available
2025-02-12,Germany,Fashion,1653.1,0.17,91.16,Delivered
2025-02-13,Germany,Beauty,999.77,0.13,46.85,Returned
2025-02-14,Unknown,Fashion,90.84,0.06,41.77,Delivered
2025-02-17,Germany,Home Decor,253.01,0.19,33.36,Delivered
2025-02-18,France,Sports,1778.08,0.05,76.49,Returned
2025-02-19,UK,Others,1112.8,0.19,66.13,Cancelled
2025-02-19,USA,Home Decor,1430.28,0.18,47.08,Returned
2025-02-20,Unknown,Home Decor,118.86,0.29,49.06,Cancelled
2025-02-20,France,Electronics,515.65,0.14,85.9,Returned
2025-02-21,Germany,Home Decor,1399.71,0.26,43.38,Returned
2025-02-22,France,Sports,1572.49,0.17,75.64,Returned
2025-02-23,UK,Beauty,447.87,0.15,85.58,Delivered
2025-02-23,Germany,Electronics,1484.54,0.29,48.48,Returned
2025-02-23,Unknown,Home Decor,641.1,0.28,31.64,Cancelled
2025-02-25,USA,Home Decor,1996.78,0.07,49.83,Returned
2025-02-27,Canada,Electronics,1665.09,0.21,31.74,Not Available
2025-02-27,Germany,Sports,1504.18,0.1,33.28,Delivered
2025-03-03,USA,Beauty,1522.78,0.18,42.14,Delivered
2025-03-06,UK,Others,1583.24,0.12,16.21,Not Available
2025-03-06,Unknown,Home Decor,1660.83,0.26,32.59,Delivered
2025-03-06,USA,Electronics,1663.7,0.24,33.88,Cancelled
2025-03-09,Unknown,Others,1025.6795811518323,0.21,27.93,Delivered
2025-03-13,UK,Fashion,1025.6795811518323,0.24,27.45,Delivered
2025-03-14,Germany,Fashion,969.01,0.08,94.52,Returned
2025-03-14,France,Beauty,134.19,0.15,11.36,Delivered
2025-03-15,UK,Fashion,906.84,0.24,20.2,Not Available
2025-03-16,France,Beauty,1992.85,0.16,74.26,Cancelled
2025-03-16,Unknown,Home Decor,1795.48,0.2,97.03,Cancelled
2025-03-17,Germany,Home Decor,1508.74,0.12,19.12,Returned
2025-03-18,USA,Electronics,359.87,0.25,92.24,Returned
2025-03-18,USA,Fashion,1610.14,0.24,45.91,Returned
2025-03-19,Germany,Home Decor,204.87,0.27,66.01,Cancelled
2025-03-19,Canada,Fashion,366.36,0.24,65.84,Delivered
2025-03-19,Canada,Beauty,1265.99,0.3,95.58,Cancelled
2025-03-20,France,Fashion,582.49,0.13,24.35,Cancelled
2025-03-21,Unknown,Sports,1025.6795811518323,0.12,11.09,Returned
2025-03-21,USA,Fashion,731.92,0.22,61.46,Delivered
2025-03-21,Germany,Electronics,1376.44,0.09,45.69,Cancelled
2025-03-21,Unknown,Fashion,1025.6795811518323,0.11,35.42,Cancelled
2025-03-21,Unknown,Sports,1355.5,0.13,79.45,Not Available
2025-03-22,USA,Sports,443.93,0.18,69.11,Not Available
2025-03-23,France,Home Decor,1817.55,0.11,26.13,Cancelled
2025-03-24,France,Sports,429.51,0.14,62.54,Delivered
2025-03-25,Germany,Electronics,371.18,0.23,66.56,Not Available
2025-03-26,Unknown,Beauty,1251.17,0.19,97.93,Cancelled
2025-03-28,Germany,Fashion,1088.22,0.13,30.66,Cancelled
2025-03-28,USA,Beauty,1226.8,0.05,58.98,Returned
2025-03-30,France,Home Decor,223.79,0.26,61.94,Delivered
2025-03-31,France,Electronics,1590.56,0.29,80.23,Not Available
2025-03-31,Unknown,Beauty,1216.54,0.25,73.49,Cancelled
2025-03-31,UK,Others,566.84,0.17,37.61,Returned
2025-04-03,Germany,Home Decor,812.27,0.1,85.93,Not Available
2025-04-04,Unknown,Beauty,424.14,0.29,81.33,Cancelled
2025-04-04,France,Fashion,1542.75,0.26,37.7,Delivered
2025-04-04,Canada,Electronics,358.01,0.08,60.32,Not Available
2025-04-05,UK,Electronics,411.13,0.1,11.09,Delivered
2025-04-05,UK,Sports,1921.17,0.28,75.61,Delivered
2025-04-06,France,Fashion,644.12,0.2,52.87,Returned
2025-04-06,UK,Fashion,1480.55,0.07,64.14,Delivered
2025-04-07,Germany,Sports,1249.28,0.24,71.69,Not Available
2025-04-08,USA,Home Decor,531.02,0.27,11.39,Cancelled
2025-04-08,France,Fashion,1089.27,0.05,69.99,Returned
2025-04-13,France,Beauty,181.95,0.29,55.01,Returned
2025-04-14,USA,Beauty,630.22,0.08,23.93,Not Available
2025-04-14,USA,Sports,313.94,0.18,39.41,Returned
2025-04-15,Germany,Fashion,1109.9,0.16,88.35,Not Available
2025-04-15,Canada,Others,1596.86,0.24,29.81,Cancelled
2025-04-16,Canada,Electronics,1938.55,0.29,67.76,Delivered
2025-04-16,Canada,Electronics,256.05,0.15,14.92,Not Available
2025-04-17,France,Beauty,190.56,0.06,37.88,Delivered
2025-04-17,Germany,Fashion,768.2,0.18,18.23,Delivered
2025-04-17,France,Electronics,280.76,0.25,49.95,Delivered
2025-04-18,France,Home Decor,1761.77,0.1,58.21,Returned
2025-04-18,France,Home Decor,296.22,0.11,34.26,Returned
2025-04-19,Unknown,Others,1778.88,0.15,25.06,Cancelled
2025-04-19,Canada,Fashion,1610.7,0.26,24.55,Cancelled
2025-04-20,France,Sports,1766.15,0.24,32.26,Not Available
2025-04-20,UK,Fashion,1759.47,0.27,31.78,Cancelled
2025-04-21,UK,Beauty,1055.57,0.2,35.42,Not Available
2025-04-21,Unknown,Sports,954.67,0.05,86.95,Returned
2025-04-21,USA,Sports,1475.1,0.07,31.74,Cancelled
2025-04-22,UK,Electronics,1206.44,0.17,11.24,Not Available
2025-04-24,France,Home Decor,662.98,0.09,24.08,Cancelled
2025-04-25,France,Home Decor,1070.61,0.25,58.68,Delivered
2025-04-25,Germany,Electronics,1141.52,0.06,25.29,Delivered
2025-04-25,Canada,Fashion,321.53,0.24,72.46,Delivered
2025-04-28,UK,Electronics,632.51,0.11,16.34,Returned
2025-04-28,France,Beauty,1644.03,0.18,41.77,Delivered
2025-04-29,Unknown,Fashion,391.84,0.05,38.95,Returned
2025-04-29,Canada,Home Decor,1487.85,0.08,75.44,Cancelled
2025-04-29,France,Fashion,1641.1,0.29,53.47,Delivered
2025-05-03,Unknown,Beauty,1533.93,0.19,92.31,Returned
2025-05-04,UK,Sports,162.67,0.12,76.77,Not Available
2025-05-04,USA,Fashion,1062.8,0.15,10.9,Cancelled
2025-05-04,Germany,Electronics,1354.59,0.15,22.86,Cancelled
2025-05-05,USA,Beauty,883.6,0.17,70.4,Cancelled
2025-05-06,USA,Sports,1036.98,0.12,47.49,Returned
2025-05-06,France,Home Decor,300.37,0.22,61.26,Delivered
2025-05-06,France,Beauty,204.84,0.3,91.74,Delivered
2025-05-07,UK,Home Decor,827.39,0.1,79.4,Not Available
2025-05-08,France,Home Decor,822.14,0.24,82.34,Delivered
2025-05-11,Germany,Beauty,1185.72,0.3,77.58,Returned
2025-05-11,USA,Electronics,272.49,0.29,29.76,Delivered
2025-05-13,Canada,Fashion,1258.2,0.08,37.38,Cancelled
2025-05-14,Unknown,Electronics,231.33,0.12,64.61,Cancelled
