Order_Date,Customer_ID,Country,Product_Category,Sales_Amount,Profit_Margin,Shipping_Cost,Unused_Internal_Code,Order_Status
2024-07-19,CUS-1025,Canada,Beauty,1534.19,0.09,62.88,TXN-927,Delivered
2024-05-03,CUS-1062,UK,Beauty,362.14,0.17,73.1,TXN-545,Cancelled
2024-07-05,CUS-1088,,Fashion,950.04,0.3,71.21,TXN-442,Returned
2024-11-21,CUS-1085,Canada,Electronics,68.2,0.17,46.73,TXN-244,Returned
2025-04-08,CUS-1058,USA,Home Decor,531.02,0.27,11.39,TXN-164,Cancelled
2024-12-14,CUS-1026,UK,Electronics,1466.6,0.2,62.46,TXN-346,
2024-09-15,CUS-1048,,Beauty,1984.03,0.14,32.78,TXN-834,
2024-05-27,CUS-1076,Germany,Fashion,243.4,0.12,50.52,TXN-589,Returned
2024-09-08,CUS-1032,,Sports,832.91,0.1,96.18,TXN-924,Returned
2025-03-18,CUS-1097,USA,Fashion,1610.14,0.24,45.91,TXN-538,Returned
2025-02-23,CUS-1098,UK,Beauty,447.87,0.15,85.58,TXN-205,Delivered
2025-02-06,CUS-1000,Germany,Fashion,1132.42,0.18,26.97,TXN-280,Returned
2024-12-11,CUS-1020,USA,Fashion,1479.49,0.17,70.52,TXN-283,Delivered
2025-03-26,CUS-1054,,Beauty,1251.17,0.19,97.93,TXN-325,Cancelled
2024-05-26,CUS-1005,USA,Fashion,416.65,0.27,19.17,TXN-876,
2024-05-27,CUS-1091,UK,Home Decor,743.0,0.3,10.75,TXN-889,Returned
2024-12-17,CUS-1080,France,Home Decor,1578.39,0.15,49.02,TXN-188,
2024-07-17,CUS-1068,USA,Fashion,1130.74,0.26,18.34,TXN-787,
2024-11-03,CUS-1094,USA,Sports,60.2,0.24,77.35,TXN-629,Returned
2025-05-03,CUS-1004,,Beauty,1533.93,0.19,92.31,TXN-470,Returned
2025-02-20,CUS-1002,,Home Decor,118.86,0.29,49.06,TXN-498,Cancelled
2025-02-27,CUS-1052,Germany,Sports,1504.18,0.1,33.28,TXN-205,Delivered
2024-05-07,CUS-1022,,Fashion,444.84,0.08,49.1,TXN-370,Delivered
2024-02-08,CUS-1052,Canada,Sports,1918.24,0.26,75.11,TXN-930,
2024-12-03,CUS-1036,UK,Electronics,,0.16,10.81,TXN-602,Returned
2024-12-25,CUS-1073,UK,Home Decor,687.52,0.26,63.05,TXN-778,Cancelled
2024-05-08,CUS-1073,France,Fashion,340.33,0.27,65.2,TXN-624,Cancelled
2024-09-23,CUS-1082,France,,,0.07,67.39,TXN-948,Cancelled
2025-04-20,CUS-1016,UK,Fashion,1759.47,0.27,31.78,TXN-131,Cancelled
2025-03-16,CUS-1084,France,Beauty,1992.85,0.16,74.26,TXN-492,Cancelled
2025-04-17,CUS-1077,Germany,Fashion,768.2,0.18,18.23,TXN-139,Delivered
2025-03-09,CUS-1072,,,,0.21,27.93,TXN-759,Delivered
2024-05-30,CUS-1000,UK,Sports,1458.04,0.28,88.97,TXN-317,Delivered
2025-02-18,CUS-1050,France,Sports,1778.08,0.05,76.49,TXN-830,Returned
2025-04-22,CUS-1044,UK,Electronics,1206.44,0.17,11.24,TXN-181,
2024-10-24,CUS-1076,Canada,Beauty,813.48,0.22,32.35,TXN-944,Cancelled
2024-04-08,CUS-1003,USA,Sports,,0.23,29.3,TXN-819,Returned
2024-09-19,CUS-1061,,Electronics,1406.46,0.22,34.37,TXN-300,Cancelled
2024-09-08,CUS-1064,UK,Beauty,56.28,0.08,32.28,TXN-546,Delivered
2024-05-23,CUS-1031,USA,Fashion,1258.2,0.12,15.63,TXN-943,Returned
2024-12-11,CUS-1033,France,Electronics,743.21,0.14,51.3,TXN-527,Delivered
2024-04-21,CUS-1091,USA,Home Decor,1598.68,0.25,75.95,TXN-137,Cancelled
2025-05-14,CUS-1094,,Electronics,231.33,0.12,64.61,TXN-310,Cancelled
2024-02-29,CUS-1071,UK,Electronics,1196.99,0.1,70.56,TXN-543,
2025-01-03,CUS-1038,Canada,Beauty,987.9,0.29,17.3,TXN-426,Cancelled
2024-01-02,CUS-1025,France,Fashion,1302.53,0.05,95.63,TXN-860,Delivered
2025-01-19,CUS-1033,UK,Home Decor,176.46,0.3,85.46,TXN-326,Cancelled
2024-10-30,CUS-1053,,Sports,1180.97,0.22,82.46,TXN-147,
2024-09-10,CUS-1002,France,Sports,1144.89,0.26,84.07,TXN-117,
2024-05-19,CUS-1049,Germany,Electronics,1143.29,0.12,93.94,TXN-538,Delivered
2025-03-28,CUS-1011,USA,Beauty,1226.8,0.05,58.98,TXN-906,Returned
2024-02-06,CUS-1064,,Beauty,1369.11,0.23,28.03,TXN-807,Cancelled
2024-06-08,CUS-1053,Germany,Sports,1619.73,0.26,65.51,TXN-286,
2024-01-09,CUS-1004,UK,Home Decor,576.15,0.24,76.86,TXN-444,Cancelled
2024-08-20,CUS-1093,Canada,Fashion,1658.85,0.09,76.41,TXN-323,Cancelled
2024-04-08,CUS-1093,France,Home Decor,1021.6,0.24,56.93,TXN-929,Returned
2024-05-26,CUS-1056,USA,Fashion,200.26,0.24,16.16,TXN-587,
2024-10-30,CUS-1016,France,Sports,164.17,0.21,43.4,TXN-976,Cancelled
2024-07-26,CUS-1046,UK,Fashion,701.76,0.24,92.87,TXN-948,
2024-05-10,CUS-1022,France,Beauty,1580.55,0.26,62.6,TXN-328,Delivered
2025-02-07,CUS-1078,USA,Electronics,1429.98,0.2,58.45,TXN-489,Delivered
2024-05-31,CUS-1084,UK,Electronics,1587.8,0.07,34.2,TXN-688,Cancelled
2024-02-23,CUS-1013,France,Sports,1058.67,0.17,43.16,TXN-287,
2024-04-29,CUS-1065,Canada,Beauty,908.39,0.07,90.58,TXN-957,Cancelled
2024-06-09,CUS-1074,,Home Decor,337.53,0.15,69.98,TXN-369,
2025-02-11,CUS-1050,UK,Beauty,689.98,0.15,80.86,TXN-706,
2024-04-25,CUS-1037,,Electronics,896.34,0.07,50.89,TXN-409,Returned
2024-03-15,CUS-1063,UK,Electronics,222.77,0.14,66.72,TXN-231,Returned
2024-04-22,CUS-1097,Canada,Beauty,480.19,0.08,32.35,TXN-650,Returned
2025-03-31,CUS-1037,,Beauty,1216.54,0.25,73.49,TXN-171,Cancelled
2025-02-23,CUS-1049,Germany,Electronics,1484.54,0.29,48.48,TXN-892,Returned
2025-02-25,CUS-1097,USA,Home Decor,1996.78,0.07,49.83,TXN-944,Returned
2024-04-13,CUS-1081,Germany,Sports,1869.57,0.29,68.44,TXN-771,Delivered
2024-12-05,CUS-1029,France,Sports,1303.0,0.18,94.27,TXN-286,
2024-09-10,CUS-1078,Canada,Beauty,871.43,0.12,15.76,TXN-585,
2024-08-14,CUS-1090,Germany,Sports,1290.55,0.07,84.23,TXN-290,Returned
2024-04-21,CUS-1050,UK,Electronics,1582.02,0.18,36.31,TXN-521,
2025-04-17,CUS-1062,France,Electronics,280.76,0.25,49.95,TXN-219,Delivered
2024-04-08,CUS-1097,France,Beauty,849.31,0.23,11.97,TXN-319,Delivered
2024-06-01,CUS-1051,Germany,Beauty,1687.61,0.06,37.09,TXN-152,Returned
2024-12-14,CUS-1037,Germany,Beauty,798.47,0.07,55.24,TXN-833,Delivered
2025-02-05,CUS-1096,Canada,Home Decor,1165.15,0.15,15.06,TXN-550,
2025-01-18,CUS-1087,USA,Sports,1196.15,0.12,54.2,TXN-511,Cancelled
2024-12-31,CUS-1078,Germany,Beauty,409.73,0.11,93.44,TXN-742,
2024-12-03,CUS-1029,Germany,Fashion,756.36,0.12,19.49,TXN-336,Cancelled
2024-07-12,CUS-1050,,,702.3,0.25,78.8,TXN-857,Returned
2024-11-05,CUS-1080,UK,Electronics,101.08,0.28,46.87,TXN-837,Cancelled
2024-06-11,CUS-1004,,Sports,97.17,0.15,68.97,TXN-819,Delivered
2024-07-26,CUS-1028,,Beauty,1671.81,0.28,33.42,TXN-505,
2025-03-20,CUS-1003,France,Fashion,582.49,0.13,24.35,TXN-707,Cancelled
2024-06-17,CUS-1009,USA,Sports,1060.25,0.17,24.44,TXN-521,
2025-04-28,CUS-1055,UK,Electronics,632.51,0.11,16.34,TXN-811,Returned
2024-06-09,CUS-1016,Canada,Home Decor,1884.32,0.21,26.71,TXN-346,Returned
2024-03-08,CUS-1073,Canada,Sports,555.63,0.29,69.78,TXN-171,Delivered
2024-10-15,CUS-1016,Germany,Sports,,0.2,89.35,TXN-929,Returned
2025-02-01,CUS-1083,Germany,Home Decor,1751.82,0.14,83.27,TXN-284,Cancelled
2024-10-03,CUS-1087,Canada,Sports,1691.77,0.21,71.66,TXN-105,Returned
2024-10-30,CUS-1068,Germany,Electronics,412.9,0.08,19.94,TXN-305,Delivered
2025-02-07,CUS-1033,USA,Electronics,1615.15,0.27,36.03,TXN-643,
2025-01-18,CUS-1005,,Home Decor,943.46,0.18,37.88,TXN-710,
2025-01-26,CUS-1052,Germany,Beauty,991.79,0.16,32.5,TXN-486,Returned
2024-05-14,CUS-1065,France,Fashion,310.29,0.2,56.35,TXN-867,Cancelled
2024-07-13,CUS-1076,Germany,Beauty,207.17,0.21,58.2,TXN-798,Delivered
2025-02-04,CUS-1042,UK,Sports,,0.07,42.12,TXN-175,Cancelled
2024-05-07,CUS-1074,USA,Fashion,1018.1,0.22,41.84,TXN-276,Delivered
2024-02-02,CUS-1022,UK,Home Decor,901.86,0.11,84.57,TXN-926,Returned
2024-06-24,CUS-1054,UK,Home Decor,1472.54,0.23,81.04,TXN-898,Delivered
2025-04-04,CUS-1079,France,Fashion,1542.75,0.26,37.7,TXN-448,Delivered
2025-03-18,CUS-1094,USA,Electronics,359.87,0.25,92.24,TXN-354,Returned
2025-01-05,CUS-1074,USA,Fashion,1239.94,0.19,95.75,TXN-936,Cancelled
2025-04-14,CUS-1015,USA,Sports,313.94,0.18,39.41,TXN-801,Returned
2025-01-09,CUS-1007,USA,Electronics,1515.18,0.09,41.9,TXN-407,Delivered
2024-01-22,CUS-1003,USA,Home Decor,1331.06,0.24,55.51,TXN-444,Returned
2024-08-25,CUS-1003,France,Fashion,1915.4,0.12,94.7,TXN-226,Delivered
2024-06-06,CUS-1055,Germany,Beauty,184.47,0.17,88.87,TXN-386,Returned
2024-02-07,CUS-1024,UK,Beauty,161.26,0.12,19.23,TXN-865,
2024-08-17,CUS-1066,USA,,600.26,0.08,45.35,TXN-824,
2024-12-30,CUS-1095,Germany,Beauty,560.33,0.21,59.8,TXN-861,Returned
2024-02-20,CUS-1066,Germany,Fashion,531.61,0.06,55.28,TXN-695,Cancelled
2025-03-13,CUS-1026,UK,Fashion,,0.24,27.45,TXN-586,Delivered
2024-09-20,CUS-1092,France,Beauty,536.62,0.13,87.29,TXN-482,
2024-10-09,CUS-1031,Canada,Fashion,580.3,0.05,70.92,TXN-505,Cancelled
2024-01-27,CUS-1049,Canada,Sports,1530.83,0.18,85.41,TXN-487,Delivered
2024-08-13,CUS-1060,Germany,Electronics,,0.06,87.29,TXN-624,
2024-10-03,CUS-1050,,Sports,1564.59,0.12,77.35,TXN-656,
2024-10-12,CUS-1018,,Sports,177.46,0.23,49.53,TXN-738,Returned
2024-04-06,CUS-1020,UK,Fashion,1000.76,0.07,64.95,TXN-725,Delivered
2024-10-10,CUS-1004,Canada,Electronics,115.55,0.26,24.43,TXN-375,Cancelled
2025-01-01,CUS-1081,Germany,,172.17,0.05,70.63,TXN-599,Cancelled
2025-03-23,CUS-1091,France,Home Decor,1817.55,0.11,26.13,TXN-816,Cancelled
2025-04-25,CUS-1041,Canada,Fashion,321.53,0.24,72.46,TXN-436,Delivered
2025-03-28,CUS-1060,Germany,Fashion,1088.22,0.13,30.66,TXN-580,Cancelled
2024-11-12,CUS-1021,Germany,Fashion,851.64,0.08,20.58,TXN-996,Cancelled
2024-10-30,CUS-1020,USA,Electronics,727.32,0.14,24.88,TXN-372,Cancelled
2024-05-26,CUS-1069,France,Fashion,1804.68,0.12,10.18,TXN-157,Returned
2024-01-04,CUS-1000,USA,Electronics,92.56,0.26,74.69,TXN-427,Returned
2024-02-04,CUS-1004,UK,Beauty,1344.39,0.13,75.92,TXN-830,Delivered
2024-07-10,CUS-1011,USA,Home Decor,1928.62,0.25,56.34,TXN-208,Delivered
2024-02-18,CUS-1089,USA,Electronics,1142.33,0.27,24.52,TXN-378,Cancelled
2024-01-17,CUS-1045,Canada,Beauty,1876.8,0.16,17.52,TXN-785,Returned
2024-06-20,CUS-1033,,Electronics,151.9,0.28,11.72,TXN-427,
2024-08-07,CUS-1048,Germany,Electronics,866.65,0.14,24.92,TXN-875,
2024-06-06,CUS-1077,France,Home Decor,557.31,0.29,90.18,TXN-414,Cancelled
2025-04-21,CUS-1089,USA,Sports,1475.1,0.07,31.74,TXN-573,Cancelled
2024-02-15,CUS-1044,France,Sports,1963.53,0.22,41.88,TXN-210,Returned
2025-01-07,CUS-1026,,Electronics,550.23,0.17,19.48,TXN-798,Returned
2024-01-06,CUS-1072,,Fashion,1325.64,0.15,30.01,TXN-880,Returned
2024-04-08,CUS-1025,USA,Beauty,,0.21,56.73,TXN-328,Delivered
2025-01-14,CUS-1046,UK,Fashion,1152.39,0.23,64.7,TXN-596,Delivered
2024-08-20,CUS-1085,USA,Fashion,954.67,0.05,32.08,TXN-255,Cancelled
2024-02-06,CUS-1055,Canada,,1945.41,0.09,15.2,TXN-572,Delivered
2024-10-06,CUS-1093,Germany,Electronics,1236.63,0.23,45.19,TXN-800,Returned
2024-12-14,CUS-1062,UK,Electronics,731.54,0.22,31.08,TXN-371,Returned
2025-05-11,CUS-1047,USA,Electronics,272.49,0.29,29.76,TXN-986,Delivered
2024-10-28,CUS-1060,France,Sports,344.93,0.24,96.39,TXN-101,
2024-06-29,CUS-1080,UK,Electronics,489.37,0.29,65.47,TXN-857,Cancelled
2024-04-04,CUS-1025,UK,Sports,539.38,0.23,60.12,TXN-821,
2024-04-08,CUS-1035,USA,Sports,1708.7,0.12,47.42,TXN-610,Cancelled
2024-07-06,CUS-1000,UK,Electronics,1144.38,0.08,48.6,TXN-385,
2025-04-25,CUS-1007,France,Home Decor,1070.61,0.25,58.68,TXN-970,Delivered
2024-04-25,CUS-1098,,Beauty,273.8,0.21,72.68,TXN-112,Cancelled
2024-07-09,CUS-1051,UK,Fashion,1727.27,0.06,73.19,TXN-707,Cancelled
2024-09-09,CUS-1078,,Sports,1459.49,0.14,25.45,TXN-597,Cancelled
2025-04-13,CUS-1046,France,Beauty,181.95,0.29,55.01,TXN-832,Returned
2025-02-19,CUS-1055,USA,Home Decor,1430.28,0.18,47.08,TXN-337,Returned
2025-04-15,CUS-1085,Germany,Fashion,1109.9,0.16,88.35,TXN-193,
2024-06-09,CUS-1013,UK,Fashion,209.36,0.16,66.83,TXN-437,Delivered
2024-09-12,CUS-1089,Germany,Sports,,0.1,57.93,TXN-880,Returned
2024-11-18,CUS-1027,France,Electronics,995.16,0.14,20.39,TXN-270,Cancelled
2024-05-07,CUS-1086,UK,Home Decor,373.26,0.14,64.51,TXN-705,Returned
2024-01-18,CUS-1077,,Sports,1894.11,0.06,20.55,TXN-760,Delivered
2024-10-07,CUS-1087,Canada,Home Decor,1707.45,0.24,40.35,TXN-723,Returned
2025-05-04,CUS-1001,Germany,Electronics,1354.59,0.15,22.86,TXN-666,Cancelled
2024-08-10,CUS-1025,UK,Electronics,,0.26,72.29,TXN-948,
2024-02-23,CUS-1013,Germany,Sports,852.94,0.26,28.56,TXN-566,Cancelled
2024-02-27,CUS-1058,UK,,1319.4,0.1,45.27,TXN-727,Delivered
2024-11-18,CUS-1055,USA,Beauty,1113.59,0.21,90.61,TXN-242,
2024-12-25,CUS-1006,,Fashion,171.43,0.17,28.39,TXN-300,Returned
2024-06-22,CUS-1002,Germany,Sports,1049.38,0.27,55.7,TXN-279,Returned
2024-10-06,CUS-1022,Canada,Home Decor,1622.49,0.1,47.73,TXN-813,Returned
2024-04-23,CUS-1017,Canada,Beauty,945.52,0.22,11.63,TXN-463,
2024-10-14,CUS-1037,France,Sports,151.32,0.2,81.35,TXN-578,Cancelled
2025-03-06,CUS-1098,UK,,1583.24,0.12,16.21,TXN-664,
2024-12-07,CUS-1014,Germany,Electronics,442.66,0.08,52.68,TXN-570,
2024-05-30,CUS-1063,France,Electronics,554.31,0.21,60.46,TXN-483,Delivered
2025-03-25,CUS-1088,Germany,Electronics,371.18,0.23,66.56,TXN-791,
2024-05-06,CUS-1027,UK,Home Decor,693.92,0.13,71.98,TXN-516,Returned
2024-06-03,CUS-1073,Canada,Beauty,1525.67,0.21,32.79,TXN-924,Cancelled
2025-05-04,CUS-1038,USA,Fashion,1062.8,0.15,10.9,TXN-407,Cancelled
2025-01-20,CUS-1056,Canada,Home Decor,449.52,0.23,75.11,TXN-748,Cancelled
2025-04-18,CUS-1016,France,Home Decor,1761.77,0.1,58.21,TXN-793,Returned
2024-09-29,CUS-1085,,Fashion,1765.18,0.27,85.25,TXN-466,Returned
2024-04-13,CUS-1089,USA,Fashion,1747.63,0.12,83.92,TXN-100,Returned
2025-02-20,CUS-1043,France,Electronics,515.65,0.14,85.9,TXN-143,Returned
2025-01-27,CUS-1024,UK,Home Decor,929.92,0.06,53.66,TXN-838,Returned
2024-10-25,CUS-1016,USA,Sports,1970.73,0.08,40.03,TXN-942,
2024-09-02,CUS-1012,France,Fashion,1555.42,0.18,81.24,TXN-197,Returned
2024-06-24,CUS-1083,UK,Fashion,102.98,0.12,50.62,TXN-819,Returned
2024-02-08,CUS-1024,Canada,Beauty,177.15,0.26,26.51,TXN-364,Returned
2025-04-21,CUS-1067,,Sports,954.67,0.05,86.95,TXN-899,Returned
2024-06-18,CUS-1009,UK,Sports,1822.98,0.14,89.43,TXN-882,Cancelled
2024-09-03,CUS-1066,Germany,Fashion,1100.47,0.13,51.97,TXN-239,Returned
2024-01-26,CUS-1017,UK,Electronics,1020.73,0.05,16.81,TXN-580,
2024-12-20,CUS-1099,UK,Beauty,255.67,0.08,44.9,TXN-336,
2024-11-01,CUS-1085,,Sports,1330.72,0.15,82.32,TXN-171,
2025-02-12,CUS-1033,Germany,Fashion,1653.1,0.17,91.16,TXN-766,Delivered
2025-02-11,CUS-1007,France,Sports,791.82,0.15,28.31,TXN-289,Cancelled
2024-01-13,CUS-1039,France,Beauty,1562.44,0.18,16.03,TXN-367,Returned
2024-11-11,CUS-1082,UK,Beauty,1930.73,0.2,88.96,TXN-420,Delivered
2025-01-25,CUS-1041,Germany,Home Decor,447.34,0.05,45.05,TXN-206,Returned
2024-11-08,CUS-1040,Germany,Fashion,1070.49,0.17,58.76,TXN-331,Delivered
2024-02-05,CUS-1005,,Beauty,609.92,0.29,97.13,TXN-141,Delivered
2024-06-21,CUS-1051,Canada,Home Decor,,0.18,15.99,TXN-801,
2024-01-20,CUS-1025,France,Home Decor,1176.31,0.22,68.35,TXN-982,
2024-11-16,CUS-1063,,Sports,1287.44,0.13,16.67,TXN-238,Delivered
2024-09-20,CUS-1097,USA,Sports,1605.93,0.24,43.79,TXN-714,
2025-05-08,CUS-1058,France,Home Decor,822.14,0.24,82.34,TXN-782,Delivered
2025-02-03,CUS-1055,,,1834.43,0.18,49.01,TXN-962,Cancelled
2024-05-21,CUS-1058,France,Beauty,1089.41,0.29,99.75,TXN-372,
2025-04-04,CUS-1069,Canada,Electronics,358.01,0.08,60.32,TXN-580,
2025-01-05,CUS-1032,USA,Beauty,1407.0,0.05,38.9,TXN-515,
2025-04-15,CUS-1052,Canada,,1596.86,0.24,29.81,TXN-605,Cancelled
2024-05-22,CUS-1021,USA,Home Decor,667.69,0.25,41.55,TXN-832,Delivered
2024-04-01,CUS-1020,UK,Beauty,1721.5,0.08,43.53,TXN-824,Returned
2024-12-19,CUS-1069,,,1816.98,0.12,16.18,TXN-952,
2024-11-17,CUS-1069,USA,Sports,589.96,0.05,43.26,TXN-523,Delivered
2024-10-14,CUS-1003,Canada,Home Decor,1967.87,0.12,51.78,TXN-506,Cancelled
2024-08-02,CUS-1093,France,Fashion,324.39,0.24,75.05,TXN-667,Returned
2025-03-22,CUS-1074,USA,Sports,443.93,0.18,69.11,TXN-489,
2024-12-07,CUS-1061,,Beauty,409.24,0.14,73.79,TXN-441,Cancelled
2024-02-20,CUS-1061,USA,Sports,1793.28,0.14,10.75,TXN-713,Cancelled
2024-06-01,CUS-1093,Germany,Beauty,1325.87,0.05,29.59,TXN-592,Returned
2024-07-04,CUS-1094,France,Home Decor,346.6,0.12,69.55,TXN-291,Delivered
2024-03-03,CUS-1023,,Sports,908.63,0.21,53.56,TXN-598,
2024-07-08,CUS-1054,,Beauty,1249.83,0.29,10.48,TXN-921,
2024-05-04,CUS-1008,UK,Home Decor,212.75,0.26,82.4,TXN-811,Delivered
2024-05-29,CUS-1002,Canada,Fashion,1770.71,0.06,79.55,TXN-332,Delivered
2024-11-09,CUS-1030,UK,Beauty,1617.03,0.27,59.36,TXN-326,Delivered
2024-02-27,CUS-1039,,Fashion,1035.15,0.25,15.98,TXN-470,Returned
2024-12-07,CUS-1035,France,Fashion,1935.9,0.25,78.99,TXN-238,Returned
2024-10-31,CUS-1023,USA,Electronics,864.63,0.16,62.53,TXN-955,
2024-06-28,CUS-1094,USA,Sports,1969.02,0.15,80.38,TXN-916,Returned
2024-06-18,CUS-1005,France,Beauty,,0.13,77.66,TXN-248,Cancelled
2024-11-21,CUS-1065,,Fashion,1287.61,0.07,82.27,TXN-214,
2024-09-27,CUS-1083,USA,Electronics,373.61,0.11,56.62,TXN-549,Returned
2024-02-23,CUS-1091,USA,Home Decor,1769.76,0.11,22.63,TXN-162,Delivered
2025-05-05,CUS-1074,USA,Beauty,883.6,0.17,70.4,TXN-203,Cancelled
2025-03-19,CUS-1003,Canada,Fashion,366.36,0.24,65.84,TXN-950,Delivered
2024-04-10,CUS-1078,Canada,Sports,74.58,0.17,76.8,TXN-970,
2025-04-25,CUS-1005,Germany,Electronics,1141.52,0.06,25.29,TXN-767,Delivered
2024-09-20,CUS-1093,UK,Fashion,1078.43,0.29,27.55,TXN-372,Returned
2024-02-22,CUS-1050,France,Sports,1452.74,0.29,90.14,TXN-105,Returned
2024-02-29,CUS-1061,France,Fashion,1786.0,0.25,77.5,TXN-246,
2025-05-06,CUS-1056,France,Beauty,204.84,0.3,91.74,TXN-283,Delivered
2024-04-17,CUS-1065,Germany,Beauty,1476.42,0.19,78.28,TXN-127,
2024-01-05,CUS-1078,Canada,Beauty,415.45,0.29,63.74,TXN-649,Delivered
2024-04-12,CUS-1074,,Electronics,1723.45,0.07,68.87,TXN-218,Cancelled
2024-07-14,CUS-1007,,Beauty,1647.17,0.14,90.02,TXN-392,Returned
2024-09-18,CUS-1025,Germany,Sports,1104.55,0.11,62.09,TXN-470,
2024-12-30,CUS-1050,,Fashion,1434.97,0.1,66.92,TXN-343,Cancelled
2025-04-24,CUS-1044,France,Home Decor,662.98,0.09,24.08,TXN-679,Cancelled
2025-01-06,CUS-1043,UK,Sports,968.78,0.21,52.65,TXN-825,
2024-12-15,CUS-1004,USA,Sports,1652.19,0.25,74.48,TXN-317,
2024-02-16,CUS-1069,Canada,Beauty,945.57,0.19,34.38,TXN-276,Cancelled
2024-12-20,CUS-1025,Canada,Electronics,747.71,0.09,28.2,TXN-398,Delivered
2024-11-06,CUS-1067,Germany,Fashion,1013.71,0.25,38.24,TXN-775,Cancelled
2025-02-27,CUS-1018,Canada,Electronics,1665.09,0.21,31.74,TXN-157,
2024-11-03,CUS-1083,France,Fashion,703.66,0.15,29.34,TXN-368,Cancelled
2024-05-23,CUS-1096,,Fashion,388.84,0.22,48.24,TXN-407,Delivered
2024-09-25,CUS-1019,France,Electronics,1438.43,0.11,91.71,TXN-669,Returned
2025-01-04,CUS-1011,Germany,Sports,1660.66,0.14,55.64,TXN-387,Returned
2024-05-03,CUS-1046,France,Fashion,246.24,0.28,26.91,TXN-204,Cancelled
2024-04-15,CUS-1000,,Electronics,517.75,0.12,16.93,TXN-327,Delivered
2024-06-06,CUS-1089,UK,,,0.17,72.65,TXN-346,Returned
2024-05-26,CUS-1013,Germany,Home Decor,728.49,0.27,44.45,TXN-799,Cancelled
2024-05-24,CUS-1063,UK,Sports,928.18,0.23,83.96,TXN-593,Cancelled
2024-04-29,CUS-1037,USA,Beauty,,0.07,69.36,TXN-182,Delivered
2024-11-14,CUS-1036,UK,Fashion,1319.74,0.09,81.66,TXN-285,
2024-10-01,CUS-1010,USA,Home Decor,1260.81,0.05,34.48,TXN-351,Cancelled
2024-04-01,CUS-1099,USA,Beauty,737.13,0.21,72.31,TXN-454,
2024-02-27,CUS-1076,UK,Beauty,1690.82,0.16,33.77,TXN-849,
2025-03-14,CUS-1002,Germany,Fashion,969.01,0.08,94.52,TXN-971,Returned
2024-12-11,CUS-1032,,Electronics,1959.25,0.29,67.27,TXN-795,
2024-08-16,CUS-1005,France,Fashion,1286.58,0.18,39.21,TXN-895,Delivered
2025-04-18,CUS-1049,France,Home Decor,296.22,0.11,34.26,TXN-996,Returned
2024-08-05,CUS-1073,Germany,Home Decor,1984.71,0.2,49.3,TXN-614,Delivered
2025-01-29,CUS-1095,UK,Sports,1151.79,0.25,95.03,TXN-227,Delivered
2025-01-26,CUS-1018,Canada,Fashion,346.45,0.18,30.74,TXN-987,Delivered
2024-09-11,CUS-1065,Germany,Sports,466.35,0.29,64.9,TXN-401,
2025-01-08,CUS-1014,UK,Home Decor,1305.61,0.12,15.09,TXN-149,Delivered
2024-07-20,CUS-1006,,Electronics,1864.66,0.23,78.29,TXN-952,Delivered
2024-04-06,CUS-1084,Germany,Beauty,1290.77,0.29,28.24,TXN-211,
2024-11-03,CUS-1083,France,Fashion,703.66,0.15,29.34,TXN-368,Cancelled
2024-05-29,CUS-1075,Canada,Sports,884.99,0.25,95.63,TXN-491,Returned
2024-08-23,CUS-1089,USA,Sports,185.38,0.23,56.93,TXN-787,
2025-02-01,CUS-1057,Germany,Electronics,556.64,0.14,55.8,TXN-217,
2024-04-08,CUS-1093,France,Home Decor,1021.6,0.24,56.93,TXN-929,Returned
2024-11-22,CUS-1053,UK,Sports,1391.86,0.13,85.51,TXN-538,Cancelled
2024-08-12,CUS-1063,UK,Beauty,1700.7,0.14,35.87,TXN-135,Delivered
2024-10-14,CUS-1003,Canada,Home Decor,1967.87,0.12,51.78,TXN-506,Cancelled
2025-01-19,CUS-1033,UK,Home Decor,176.46,0.3,85.46,TXN-326,Cancelled
2024-02-10,CUS-1012,,Fashion,335.43,0.18,68.92,TXN-662,Delivered
2025-04-03,CUS-1060,Germany,Home Decor,812.27,0.1,85.93,TXN-937,
2025-05-11,CUS-1074,Germany,Beauty,1185.72,0.3,77.58,TXN-904,Returned
2024-06-23,CUS-1033,UK,Beauty,1988.57,0.26,54.9,TXN-357,Delivered
